deli_num,hyp_num,url_len,dot_num,nor_tld_token,sus_word_token,ip_in_hostname,url,label
0,0,23,2,0,1,1,http://www.027alang.com,10
0,0,14,1,0,0,1,chinaanpel.com,6
0,0,11,1,0,0,1,02002kk.com,4
0,0,12,1,0,0,1,gzjnhbgs.com,6
15,3,122,5,1,0,1,http://112.15.232.43:8081/warning.html?u=http%3A%2F%2Ffycm168.cn%00&c=1&a=103&uuid=zjyd-sq03-37432456-3311574587&d=&e=1008,11
0,0,20,2,1,1,1,https://www.xw08.cn/,11
0,0,11,1,0,0,1,0470123.com,2
0,0,11,1,0,0,1,zyrxkj.com ,11
0,0,14,1,1,0,1,chaogushou.cn ,10
0,0,13,1,0,0,1,lyongbao.com ,10
0,0,13,2,1,1,1,www.mq8888.cn,2
0,0,14,1,0,0,1,demoportal.org,4
0,0,14,2,1,1,1,www.1lantv.top,2
0,0,15,2,0,1,1,www.yifanjj.com,6
0,0,11,1,0,0,1,3fyq18.com/,4
0,0,14,1,0,0,1,shengdesen.com,2
0,0,11,1,0,0,1,baike25.com,2
0,0,14,2,1,0,1,bbs.suklaa.xyz,8
0,0,14,2,0,1,1,www.sex5cc.com,6
0,0,14,1,0,0,1,kmcits0290.com,2
0,0,14,2,0,1,1,www.hb1811.com,8
0,0,16,2,1,0,1,jshongtai.com.cn,6
0,0,13,1,0,0,1,theshopex.com,2
0,0,13,2,0,1,1,www.ppim3.com,4
0,0,24,1,0,0,1,http://wofenglawyer.com/,11
0,0,28,2,0,1,1,http://www.szshengtongjx.com,10
0,0,20,1,0,0,1,competenortheast.com,4
0,0,20,2,0,0,1,p4yray.org/CD59.html,4
0,0,9,1,1,0,1,kqzwbh.cn,5
0,0,16,2,1,1,1,www.szfwdiya.cn ,10
0,0,14,2,0,1,1,www.syzqli.com,2
0,0,29,2,1,0,1,wmas7zyhawwrcfhz.laosep55.top,6
0,0,10,1,0,0,1,106876.com,2
0,0,7,1,1,0,1,xjvn.cn,6
0,0,14,2,0,1,1,www.xzlsyl.com,9
0,0,12,1,0,0,1,gudongka.com,6
0,0,23,2,0,1,1,www.funwithsoftware.com,4
0,0,13,1,0,0,1,szaimeike.com,2
15,3,120,5,1,0,1,http://112.15.232.43:8081/warning.html?u=http%3A%2F%2Fzance.cn%00&c=1&a=103&uuid=zjyd-sq01-34331240-3311593787&d=&e=1008,11
0,0,10,1,0,0,1,kcdit.com ,10
0,0,14,2,0,1,1,www.tgycha.net,2
0,0,18,2,0,0,1,mk0qa9.51upsun.com,4
0,0,9,1,0,0,1,928aa.com,3
0,0,14,2,0,1,1,www.av5566.com,3
0,0,12,1,0,0,1,gzam0309.com,2
0,0,13,2,0,1,1,www.xxxcm.com,2
0,0,15,2,0,1,1,www.jssbdq.com ,10
0,0,11,3,1,0,0,96.3.203.37,4
0,0,12,1,0,0,1,camt708.com ,11
0,0,13,2,0,1,1,www.ztema.com,2
0,0,10,1,0,0,1,ademit.com,2
0,0,14,2,1,0,1,267.14065.top/,4
0,0,15,1,0,0,1,yongjujinfu.com,2
0,0,19,2,0,0,1,wedochem.pchem.net ,10
0,0,11,1,0,0,1,qywoool.com,2
0,0,19,1,0,0,1,drinksmachinery.com,2
0,0,10,1,0,0,1,hgdgzm.com,2
0,0,15,2,0,1,1,www.szjmtmy.com,2
0,0,13,2,1,1,1,www.bot8.top ,11
0,0,20,2,0,0,1,resource.vjuzhen.com,6
0,0,12,1,0,0,1,828888a.com ,11
0,0,14,2,0,0,1,qmm.zx080.com ,10
0,0,22,2,0,1,1,www.mylineageadena.com,6
0,0,11,1,0,0,1,nyphb10.com,2
0,0,13,1,0,0,1,zyangbio.com ,10
0,0,10,1,0,0,1,qdlgys.com,2
0,0,13,2,1,1,1,www.6aka7.cn ,10
1,1,28,2,0,0,1,8296074351-aa.qdk63ayw8g.com,8
0,0,24,2,0,0,1,paisoorummy.lseegame.com,1
0,0,10,1,0,0,1,13866i.com,9
0,0,11,1,0,0,1,11210pp.com,8
0,0,14,2,0,1,1,www.cmpita.com,6
0,0,9,1,1,0,1,3xmfj.xyz,2
0,0,9,1,0,0,1,zzvod.com,6
0,0,14,2,0,1,1,www.hezejh.com,2
0,0,8,1,0,0,1,7vqq.com,6
0,0,10,1,0,0,1,lyjnys.com,2
0,0,14,2,0,1,1,www.se1321.com,2
0,0,14,2,0,1,1,www.by3232.com,2
0,0,10,1,0,0,1,df8323.com,6
0,0,14,2,0,1,1,www.bjldcy.com,2
1,1,15,2,0,1,1,www.dg-heyi.com,2
0,0,17,2,0,1,1,www.xtbaijing.com,6
0,0,12,2,1,0,1,app.1hone.cn,4
0,0,18,2,0,1,1,www.innovaroma.com,2
0,0,14,2,0,0,1,wuma.yrzzc.com,6
0,0,11,1,0,0,1,yb95676.com,8
0,0,11,1,0,0,1,tuanvos.com,2
0,0,14,2,1,1,1,www.fzczcp.cn ,10
0,0,26,3,0,0,1,k2xmx.gyxzzj2.jishunyc.com,4
0,0,8,1,0,0,1,79kk.com,6
0,0,14,1,0,0,1,winterfeel.com,4
0,0,17,2,0,1,1,www.hianfang.com ,10
0,0,20,2,1,1,1,http://www.hzdaik.cn,10
0,0,8,1,0,0,1,1rrr.com,6
0,0,20,2,0,0,1,ribenav.zroujian.com,6
0,0,20,2,0,1,1,www.tericummings.com,6
0,0,11,1,0,0,1,zgksoft.com,6
0,0,21,2,1,0,1,down.prakipwner.xyz/#,4
0,0,15,1,0,0,1,huzdaikuan.com ,10
0,0,16,2,0,1,1,www.lisralla.com,2
0,0,12,1,0,0,1,cqliying.com,2
0,0,25,2,0,1,1,www.rasslinriotonline.com,2
0,0,10,1,0,0,1,ys9998.com,2
0,0,10,1,0,0,1,311531.com,4
0,0,29,2,0,0,1,http://faka.zhibofenxiang.com,11
0,0,12,1,0,0,1,zjkkwtzc.com,2
0,0,13,1,0,0,1,fleekporn.com,2
0,0,10,2,1,0,1,ckf.com.cn,6
0,0,15,2,0,1,1,www.gzsyris.com,6
0,0,14,2,0,1,1,www.bbo778.com,9
0,0,8,1,0,0,1,44ut.com,2
0,0,11,1,0,0,1,junjiex.com,2
0,0,13,1,0,0,1,lawyerllj.com,10
0,0,18,2,0,1,1,www.huidai168.com ,10
0,0,11,2,1,1,1,www.mr8.cn ,10
0,0,21,2,0,0,1,http://shop.duipu.com,10
0,0,13,2,0,1,1,www.klg68.com,6
0,0,10,1,0,0,1,qqdsw6.com,2
0,0,20,3,1,1,1,www.help.56truck.cn ,11
0,0,11,1,0,0,1,dh88126.com,9
0,0,9,1,0,0,1,mma41.com,6
0,0,16,2,1,0,1,gpytao.f6mq.shop,3
0,0,13,1,0,0,1,zswaixing.com,2
0,0,13,2,0,0,1,m.thrstc.com ,10
0,0,15,2,0,0,1,29.seyoyo60.com,6
15,3,122,5,1,0,1,http://112.15.232.43:8081/warning.html?u=http%3A%2F%2F5yyyyy.xyz%00&c=1&a=103&uuid=zjyd-sq01-34334764-3311535932&d=&e=1008,11
0,0,11,1,0,0,1,taobaor.com,2
1,1,12,1,0,0,1,1-1house.com,2
1,1,17,2,0,1,1,www.aeto-tech.com,2
0,0,12,2,0,1,1,www.41se.com,2
0,0,13,2,0,1,1,www.bbr68.com,6
0,0,10,1,0,0,1,gadodo.com,2
0,0,14,1,0,0,1,d1fangfumu.com,2
0,0,17,1,0,0,1,wyysstore5845.com,4
0,0,16,1,0,0,1,yabulihuaxue.net,2
0,0,21,3,1,0,1,csr21.net.56truck.cn ,11
0,0,10,1,1,0,1,ncbb40.xyz,2
0,0,9,1,0,0,1,mqvhw.com,8
1,1,14,1,0,0,1,www-001999.com,9
0,0,15,2,0,1,1,www.ys66688.com,8
0,0,10,1,1,0,1,qqb521.cn ,11
0,0,12,1,0,0,1,dgfyunit.com,2
15,3,126,6,1,1,1,http://112.15.232.43:8081/warning.html?u=http%3A%2F%2Fwww.sclhlb.com%00&c=1&a=103&uuid=zjyd-sq01-19803103-3311576129&d=&e=1008,10
0,0,16,1,0,0,1,zestoverseas.com,2
0,0,10,1,0,0,1,fochco.com,2
0,0,13,1,0,0,1,scgenyuan.com,2
0,0,15,2,0,1,1,www.dgminfu.com,6
0,0,7,1,1,0,1,ckkm.cn,7
0,0,10,1,0,0,1,tlxdwl.com,2
0,0,11,1,0,0,1,cswmbsj.com,2
0,0,20,2,1,1,1,http://www.dgdykf.cn,10
0,0,17,2,0,0,1,s6g.hnczbrmu.com ,11
0,0,12,1,0,0,1,k052801.com ,11
0,0,15,2,0,1,1,www.meiliqq.com,2
0,0,15,2,0,1,1,www.lyghrbl.com,2
0,0,13,2,0,1,1,www.xqtit.com,2
0,0,8,1,0,0,1,fe35.com,2
0,0,16,2,0,1,1,www.jntengyi.com,6
0,0,13,1,0,0,1,www266211.com,9
0,0,10,1,0,0,1,67456i.com,9
0,0,24,3,0,0,1,hcm2q.gyxzsoy.xfmtcn.com,4
0,0,9,1,1,0,1,hioxy.top,4
0,0,34,1,0,0,1,airbubblefilmmachinerysupplier.net,4
0,0,16,2,0,1,1,www.gbmockup.com,6
0,0,13,2,0,1,1,www.ggg10.com,4
0,0,15,1,0,0,1,yixianjixie.com,6
0,0,24,2,0,1,1,https://www.kouziwu.com/,10
0,0,10,1,0,0,1,8268w.com ,11
0,0,34,3,0,1,1,http://www.aylaopang.com/index.php,10
0,0,15,1,0,0,1,dechamplain.org,4
0,0,18,2,0,1,1,www.cqlingdian.com,6
15,3,122,5,1,0,1,http://112.15.232.43:8081/warning.html?u=http%3A%2F%2Fyueren.fun%00&c=1&a=103&uuid=zjyd-sq03-37448614-3311537724&d=&e=1008,11
0,0,10,2,0,0,1,m.lsm0.com,6
0,0,18,1,1,0,1,xinyuanfangshui.cn,4
0,0,17,2,0,1,1,www.ruiandai.com ,10
0,0,10,1,0,0,1,hnycgz.com,2
1,1,10,1,1,0,1,ib-expo.cn,4
0,0,10,1,0,1,1,linkmb.net,4
0,0,15,2,0,1,1,www.ykwetty.com,6
0,0,17,2,0,1,1,www.lichezhou.com,2
1,0,35,2,1,0,1,app2weimav2.8889995.vip/app/mg_mg3J,4
0,0,12,2,0,1,1,www.cqtk.com,6
0,0,14,1,0,0,1,shenzhoujc.com,2
0,0,16,2,0,1,1,www.yiqijing.com,2
0,0,10,1,0,0,1,zzctqj.com,6
1,1,13,1,0,0,1,bee-poker.com,9
0,0,15,2,0,1,1,www.bdws666.com,11
0,0,11,1,0,0,1,w133zf.com ,11
0,0,12,1,0,0,1,616163a.com ,11
0,0,16,2,0,1,1,www.hsxs0224.com,2
0,0,13,2,0,1,1,www.tpss8.com,2
0,0,8,2,1,0,1,1.dly.cn,6
0,0,10,1,0,0,1,2fyq6.com/,4
0,0,8,1,0,0,1,xxmap.co,2
0,0,13,1,0,0,1,dahon1982.com,2
0,0,19,2,0,1,1,www.gabekoerner.com,2
0,0,15,2,1,0,1,kpps.gxmcjj.cn ,10
0,0,20,1,0,0,1,rvewgirupkox1116.com,4
0,0,17,2,0,1,1,www.110xiazai.com,11
0,0,12,1,0,0,1,xunbooks.com,2
0,0,15,2,0,1,1,www.9528wan.com,2
0,0,7,1,1,0,1,86yt.cc,4
0,0,16,2,0,1,1,www.logo8592.com,6
0,0,14,2,0,1,1,www.1222yd.com,2
0,0,10,1,0,0,1,df8268.com,2
0,0,9,1,0,0,1,cllfh.com,6
0,0,10,1,1,0,1,dsvsn.live,4
0,0,19,1,0,0,1,resourceservers.com,4
0,0,10,1,0,0,1,1fyq5.com/,4
0,0,14,2,0,1,1,www.czhceo.com,6
0,0,9,1,0,0,1,l2238.com,4
0,0,14,2,0,1,1,www.dayijt.com,6
0,0,13,2,1,1,1,www.zlmay.cn ,10
0,0,20,2,0,0,1,corp.tgieveryday.com,6
0,0,9,1,0,0,1,dh978.com,4
0,0,13,2,0,1,1,www.88693.com,6
0,0,11,1,0,0,1,3000wap.com,2
0,0,15,1,1,0,1,rrr.gay/xiaolan,4
0,0,15,2,0,1,1,www.809030.com ,10
0,0,21,2,0,1,1,www.themegoodness.com,2
0,0,12,1,0,0,1,hlpeanut.com,2
0,0,14,2,0,1,1,www.loloav.com,2
0,0,19,1,0,0,1,zhaiquanjiaoyi.com ,11
0,0,9,1,1,0,1,jzyj.vip ,10
0,0,18,2,0,1,1,www.lyjiezhong.com,2
0,0,15,1,0,0,1,tugongbu218.com,2
1,1,16,2,0,1,1,www.tjskj-sh.com,6
0,0,11,1,0,0,1,inshbin.com,2
0,0,17,2,0,1,1,www.maduhunhe.com,2
0,0,27,2,1,0,1,http://pjclub.cn/index.html,10
0,0,13,2,0,1,1,www.hl998.com,2
0,0,10,1,0,0,1,njlbms.com,6
0,0,11,1,0,0,1,339820.com ,11
0,0,11,1,0,0,1,fcw9992.com,8
0,0,15,2,1,1,1,www.sourcedt.cn,2
0,0,23,2,1,1,1,www.zhongshenggroup.cn ,10
0,0,16,1,0,0,1,hwmeihaosh52.com,8
0,0,8,1,0,0,1,9m8n.com,2
0,0,26,2,1,0,1,http://9238261.hzlyapp.top,11
0,0,15,1,1,0,1,vedabiotica.pro,4
0,0,18,2,0,1,1,www.thumbteens.com,6
3,0,29,1,0,0,1,yk7a.me/app/mg_mwDW?version=5,4
0,0,13,1,0,0,1,firegardy.com,2
0,0,13,2,0,1,1,www.3456t.com,6
0,0,11,1,0,0,1,fubei43.com,2
0,0,8,1,1,0,1,36589.cc,2
0,0,10,1,0,0,1,jlwclc.com,2
0,0,15,2,0,0,1,m.qutuijian.com,4
0,0,9,1,0,0,1,9gos.com ,10
0,0,18,2,0,1,1,www.zarpoints.com ,10
0,0,11,1,0,0,1,lgapp11.com,8
0,0,16,2,0,1,1,www.jjsanxin.com,6
0,0,10,1,0,0,1,58hbtv.com,2
0,0,19,2,0,1,1,www.qyztsc.com:8072,4
0,0,12,2,0,1,1,www.1kss.com,2
0,0,9,1,0,0,1,cckka.com,6
0,0,10,1,0,0,1,666364.com,6
0,0,9,1,0,0,1,vippa.com,6
0,0,14,2,0,1,1,www.59pmpm.com,2
0,0,11,1,0,0,1,hyc8833.com,8
0,0,16,1,0,0,1,zhuoyueclubs.com,2
0,0,14,1,0,0,1,bckenengda.com,2
0,0,16,2,0,1,1,www.sakabuta.com,6
0,0,16,2,0,1,1,www.easywang.net,4
0,0,8,1,1,0,1,yt36.vip,8
0,0,15,2,0,0,1,nbvh.jxjscp.com,6
0,0,13,2,1,1,1,www.dufry.top,2
0,0,14,2,0,1,1,www.hnqymc.com,6
0,0,21,2,0,1,1,www.hellobinance.com ,10
0,0,12,1,0,0,1,16877168.com,2
0,0,23,2,0,0,1,jiaoyu.simplybookit.com,6
0,0,20,2,0,1,1,http://www.woshua.co,11
0,0,13,1,0,0,1,app5446.com/#,4
0,0,13,3,1,0,0,43.198.81.116,4
0,0,26,2,0,0,1,http://ningbo.moyun321.com,10
0,0,30,2,0,0,1,product.arrowheadcharities.com,6
0,0,11,1,0,0,1,2335tom.com,2
0,0,14,2,0,1,1,www.225zzz.com,2
1,1,11,1,0,0,1,dg-mly.com ,10
0,0,8,1,0,0,1,48pn.com,2
0,0,14,2,0,1,1,www.zgynwb.com,6
1,1,9,1,0,0,1,cm-h3.com,2
0,0,17,2,0,1,1,www.xingganav.com,2
0,0,10,1,0,0,1,jsdqsz.com,2
0,0,11,1,0,0,1,qingya8.com,6
0,0,14,1,0,0,1,wwwsrjyyun.com,2
0,0,5,1,0,0,1,90.co,6
0,0,13,1,0,0,1,365yinyue.com,6
1,1,21,2,0,0,1,huaihua.its-scale.com,6
0,0,13,1,0,0,1,vegas2047.com,2
0,0,13,2,1,0,1,319.48572.top,4
0,0,9,1,0,0,1,tf951.com,8
0,0,14,2,0,1,1,www.8888cg.com,6
0,0,20,2,1,0,1,http://116.wvwyfr.cn,11
0,0,21,1,0,0,1,ailiaozaplapla821.com,4
0,0,16,2,0,1,1,www.taoxtaok.com,2
0,0,13,1,0,0,1,laotiedyw.com,2
0,0,14,2,1,1,1,www.cs8321.vip,8
0,0,9,1,0,0,1,hgygq.com,2
0,0,11,1,1,0,1,bitcoin.hk ,10
0,0,15,2,0,1,1,www.kmsdzs.com ,10
0,0,9,1,0,0,1,ksts9.com,2
0,0,14,1,0,0,1,yichucable.com,6
0,0,10,1,0,0,1,0311dn.com,6
0,0,13,1,0,0,1,0371lnsjf.com,6
0,0,13,2,1,0,1,cj.818379.cn ,10
0,0,15,1,1,0,1,domainname.shop,3
0,0,12,1,0,0,1,camt673.com ,11
0,0,19,2,0,1,1,www.yigaojiaoyu.com,2
0,0,9,1,0,0,1,rxcar.net,2
0,0,14,1,0,0,1,lydabaochi.com,6
0,0,8,1,0,0,1,7ris.com,2
0,0,19,2,1,0,1,nctrh.xcvbxcvb.shop,8
1,1,14,1,0,0,1,choose-buy.com,2
0,0,13,2,1,0,1,566.74823.top,4
0,0,10,1,0,0,1,1669yy.com,9
0,0,18,2,0,1,1,www.tiantian11.com,2
0,0,9,1,1,0,1,8pc9x.xyz,4
0,0,20,2,1,0,1,rkxrsj.gdhdfdfff.top,4
0,0,14,2,0,1,1,www.lhlm9.com ,10
